Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
lily wreath,,NA,3,white lilies,3,red lilies,3,yellow lilies,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is lilies,NA,NA,1.0.0,Yes,50,Wall-mounted,5641,green,FtrDoorOrnamentWreathYuri,NA,7863,438,T79DghfmPpWspJ9Eq
log bed,,NA,30,hardwood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,4041,brown,FtrLogBedW,NA,338,119,kCWnjzgmGXnkRY4Ww
log bench,,NA,5,hardwood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,4042,brown,FtrLogStoolL,NA,331,112,AQwJbwnFqY9yQ2XJ4
log chair,,NA,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,4039,brown,FtrLogSofaS,NA,336,117,JiLieKMNcaY7QF8Zb
log decorative shelves,,NA,2,log bench,3,hardwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,4036,brown,FtrLogShelf,NA,339,114,fKdr6A8t6WiZxXqco
log dining table,,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,4040,brown,FtrLogTableL,NA,333,118,TeyLyttsCPPGxsfgu
log extra-long sofa,,NA,2,log chair,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,4044,brown,FtrLogSofaL,NA,337,110,LbsREdAkxGBWWFja2
log fence,,NA,6,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,2.0.0,Yes,0,Other,4351,brown,ItemFenceHorizontalLog,NA,587,548,ZD6mWh93gCQTzPc22
log garden lounge,,NA,12,hardwood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,4035,brown,FtrLogBedS,NA,335,113,PDwJZtp2PN93N3NfZ
log pack,,NA,3,wood,5,hardwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Equipment,7498,brown,BagBackpackWood0,NA,570,638,fGoNxEDmgeZRehXXj
log round table,,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,4043,brown,FtrLogTableLRound,NA,334,111,aveZx5Dz7zLGfBiS7
log stakes,,NA,3,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers; Tom Nook,,NA,NA,1.0.0,Yes,0,Housewares,5973,brown,FtrWoodPile,NA,341,412,Wwp2YdfmcWaY9LdHK
log stool,,NA,4,hardwood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,4038,brown,FtrLogStoolS,NA,330,116,KCkvMzSKZoAGpFFvX
log wall-mounted clock,,NA,2,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,4037,brown,FtrLogClockWall,NA,340,115,qAiYovJGN6oxwXWqY
log-wall fence,,NA,10,hardwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,2.0.0,Yes,0,Other,5210,brown,ItemFenceLogWall,NA,586,559,TugRZZCXgPYkWDFKD
lovely cosmos crown,,NA,4,pink cosmos,3,orange cosmos,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Equipment,5109,green,CapOrnamentCosmos2,NA,8207,250,ud57HYkDcb9fpS3jN
low brick island counter,,NA,4,clay,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13901,color_55,FtrWallCounterBrickS,NA,781,783,vZFJxuhpMHQT6Bamg
low concrete island counter,,NA,3,stone,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13898,color_51,FtrWallCounterConcreteS,NA,881,780,4RA96zfHGC4FHsSgA
low golden island counter,,NA,4,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14333,color_54,FtrWallCounterGoldS,NA,1181,814,hNPu7gGCz5LwhE6qi
low marble island counter,,NA,8,stone,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14337,color_51,FtrWallCounterMarbleS,NA,884,818,m7Y5C8HZxdKFXA7z9
low simple island counter,,NA,2,clay,2,stone,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14308,color_55,FtrWallCounterPlainS,NA,784,792,QQxJAft7BT9cFzyAu
low steel island counter,,NA,4,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14324,color_53,FtrWallCounterSteelS,NA,981,805,Dn9BgaSHsq22AcJxw
low wooden island counter,,NA,2,wood,2,hardwood,2,softwood,,,,,,,NFS,200,NA,NA,Niko,Received the day after completing 15th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14313,color_52,FtrWallCounterWoodS,NA,602,797,SSxMPekGAJhX6g4h6
lucky gold cat,,NA,2,gold nugget,1,lucky cat,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,9814,gold,FtrManekinekoGold,NA,1107,578,bKrB5YcmewKR5AWot
lunar lander,,NA,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1440,silver,FtrModule,NA,2225,386,jsL7MwKFFov5eWgcg
lunar rover,,NA,10,star fragment,10,iron nugget,4,old tire,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1442,silver,FtrMoonrover,NA,2226,373,bu2WXQC6ajuQYYejk
lunar surface,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,4968,silver,RoomTexFloorLunar00,NA,2261,478,AbKXzqwJaJDmWnB9o
magazine rack,,NA,2,magazine,4,wood,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1032,yellow,FtrMagazinerack,NA,2110,413,8xG78nXxXkRwPuhqX
manga-library wall,,NA,10,magazine,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4838,yellow,RoomTexWallLibrary01,NA,2112,316,8JLp8kSxRMRChTXaT
manhole cover,,NA,3,iron nugget,,,,,,,,,,,NFS,200,800,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,144,dark gray,FtrManhole,NA,917,277,6Zi8pyz29evu2n464
maple-leaf pochette,,NA,6,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7491,brown,BagShoulderMaple0,NA,4681,631,7uFqbJaQoW2doC3B3
maple-leaf pond stone,,NA,10,stone,3,maple leaf,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,7408,light gray,FtrStonewaterbowlAutumun,NA,821,512,eJQMX98oYAmryvgps
maple-leaf rug,,NA,6,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,2.0.0,Yes,0,Rugs,12390,brown,RugOtherMapleM00,NA,4671,979,SHvfBg4N38wGALXRj
maple-leaf umbrella,,NA,7,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7169,brown,UmbrellaAutumn0,NA,4680,541,MWAN27apJPewSFHiR
marble pillar,,NA,8,stone,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14597,color_51,FtrWallPillarMarble,NA,885,832,FcdYF93FKNpbTi8vH
matryoshka,,NA,5,softwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,1652,brown,FtrMatryoshka,NA,461,403,ogWXGmNDThxbXqgMG
medicine,,NA,1,wasp nest,3,clump of weeds,,,,,,,,,NFS,200,NA,NA,All villagers (while stung),,NA,NA,1.0.0,Yes,0,Other,2777,white,ItemMedicine,NA,130,567,WLudgvjM44qWLprre
medium cardboard boxes,,NA,4,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,1,Housewares,3411,yellow,FtrMovingboxM,NA,2135,610,Q9uBnt9n4okWbCgvg
medium wooden partition,,NA,20,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,0,Housewares,13573,brown,FtrScreenWoodM,NA,325,1067,Q8orEZQeWhPBsQgED
mermaid bed,,NA,2,pearl,2,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12558,white,FtrMermaidBedS,NA,3814,723,ALFTq4KukvjmL4fb5
mermaid chair,,NA,1,pearl,1,giant clam,2,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12562,white,FtrMermaidChairS,NA,3818,727,pxAiAq33Mhuwn4Hkt
mermaid closet,,NA,2,pearl,1,giant clam,2,coral,5,sand dollar,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12559,white,FtrMermaidClosetLR,NA,3815,724,MEWXBzYjapeoEe2gB
mermaid dresser,,NA,2,pearl,1,giant clam,3,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12561,white,FtrMermaidChest,NA,3817,726,Cw5hY5Rw3H3Dbj8Qm
mermaid fence,,NA,1,pearl,5,coral,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,No,1.7.0,Yes,0,Other,14278,white,ItemFenceMermaid,NA,3890,776,x9XotaLpqFgcFeYBX
mermaid flooring,,NA,2,pearl,5,sand dollar,5,stone,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Floors,12568,white,RoomSpFloorMermaid00,NA,3861,730,x4MaMfyCjjfCbzaeX
mermaid lamp,,NA,1,pearl,3,conch,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12556,white,FtrMermaidLamp,NA,3813,721,uSZ9gNznb8Muv7m5N
mermaid rug,,NA,1,pearl,3,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Rugs,12563,white,RugOtherMermaidM00,NA,3871,728,RzoH6PAen4tofG5r4
mermaid screen,,NA,2,pearl,3,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12555,white,FtrMermaidScreen,NA,3812,720,SpWcH5ZkBLmmPPhkh
mermaid shelf,,NA,1,pearl,1,giant clam,4,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12553,white,FtrMermaidShelf,NA,3810,718,BefPY5x6qmfpw6LYR
mermaid sofa,,NA,1,pearl,10,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12560,white,FtrMermaidChairL,NA,3816,725,ZAkqmq4rpvqx8Yjsh
mermaid table,,NA,1,pearl,4,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12552,white,FtrMermaidTableM,NA,3809,717,28F4e6Qn9Ljk9bujY
mermaid vanity,,NA,1,pearl,1,giant clam,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12554,white,FtrMermaidDresser,NA,3811,719,Ratk45mkyzj3MamAL
mermaid wall,,NA,2,pearl,2,sea snail,2,sand dollar,2,coral,2,giant clam,2,cowrie,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wallpaper,12566,white,RoomSpWallMermaid00,NA,3850,729,iWw2Le7AvBey6icHL
mermaid wall clock,,NA,1,pearl,3,sea snail,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wall-mounted,12557,white,FtrMermaidclockWall,NA,3830,722,5ofhYTXth4c5AKdau
minestrone soup,,NA,2,tomato,1,potato,1,carrot,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13942,color_67,FtrSoupMinestrone,NA,12103,855,piP5vfg4m55JPaAra
mini DIY workbench,,NA,3,wood,3,hardwood,3,softwood,2,iron nugget,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3122,brown,FtrWorkbenchS,NA,301,82,sLGJoXrKyqJ4bdhxb
mini golden dharma,,NA,1,gold nugget,1,mini dharma,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,100,Miscellaneous,14489,gold,FtrGoldDharmaS,NA,1108,826,WKWAcaJiEo6LAhjcu
mixed-fruits bagel sandwich,,NA,2,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14123,color_70,FtrBeaglesandFruits,NA,12414,931,Wewy5KkML4vwZEHZH
mixed-fruits crepe,,NA,2,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13975,color_70,FtrCrepeFruits,NA,14602,884,oT3teaHcJNs3qTGPz
mixed-fruits pie,,NA,3,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13957,color_69,FtrPieFruits,NA,14906,867,bYFY2bugMAXXECbv8
mixed-fruits sandwich,,NA,2,flour,1,orange,1,pear,1,peach,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13959,color_68,FtrSandwichFruits,NA,12402,868,fAqwyoKcjP5PiJpXy
mixed-fruits tart,,NA,1,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13950,color_72,FtrTartFruits,NA,14506,863,vrTLrgL9dcHRxL7af
modeling clay,,NA,2,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,7258,brick,FtrClaytoy,NA,700,574,Z7ycbJwgAh8HWaaSm
modern wood wall,,NA,5,wood,5,softwood,5,hardwood,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4904,brown,RoomTexWallMixwood00,NA,520,320,LqPaTaPEXdwvFhGKC
money flooring,,NA,1,"50,000 Bells",,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Floors,4986,yellow,RoomTexFloorBill00,NA,2190,473,6HtNgH3LKjQA5kxtg
moon,,NA,15,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1054,silver,FtrMoon,NA,2202,234,5GevvAMTu6Lf7ueyE
mossy garden rock,,NA,15,stone,15,clump of weeds,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,12208,light gray,FtrGardenrockMoss,NA,807,647,Fn45YxZCtsHx5u3t2
mountain standee,,NA,4,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,532,brown,FtrHariboteMountain,NA,380,584,zAFMi693PuR7nPnMs
mum crown,,NA,2,red mums,2,yellow mums,2,white mums,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5117,green,CapOrnamentMum1,NA,8203,258,dm3bTGBfDYLSzWDHR
mum cushion,,NA,3,yellow mums,10,clump of weeds,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Housewares,7232,green,FtrFlowerStoolS,NA,7801,505,fEBdSdvEG86vXefum
mum wreath,,NA,3,white mums,3,yellow mums,3,red mums,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is mums,NA,NA,1.0.0,Yes,50,Wall-mounted,5467,green,FtrDoorOrnamentWreathMum,NA,7843,231,LS93qbKCcMQLExqMG
mums wand,,NA,1,yellow mums,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5095,green,ToolStickChrysanthemum,NA,8271,531,jbWRPr9kP6jXS3SLW
mush lamp,,NA,1,skinny mushroom,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,805,orange,FtrMushroomLamp,NA,5406,51,vTR3yJt55jtNGdprm
mush log,,NA,2,skinny mushroom,1,log stool,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3808,orange,FtrMushroomPulpwood,NA,5401,136,FMN3xak2uqjTCo47s
mush low stool,,NA,2,round mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,4708,orange,FtrMushroomChairS,NA,5400,220,RZwmANPWaM7jntL5R
mush parasol,,NA,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3805,orange,FtrMushroomParasol,NA,5407,139,WwaYiBvDKvBJzD3Bg
mush partition,,NA,3,skinny mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3806,orange,FtrMushroomScreen,NA,5408,138,J89MsT5JKW43XJ4r8
mush table,,NA,2,flat mushroom,6,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,808,orange,FtrMushroomTableL,NA,5403,32,cECL9PSx9yNfPWNvW
mush umbrella,,NA,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Equipment,7174,orange,UmbrellaMushroom0,NA,5480,648,PT3wRG87hdFbt8kgG
mush wall,,NA,1,elegant mushroom,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Wallpaper,5164,orange,RoomTexWallMush00,NA,5451,308,6HKBjFrzRdfY5PArn
mushroom crepe,,NA,2,flour,1,round mushroom,1,skinny mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13964,color_62,FtrCrepeMushroom,NA,12501,873,CiyRjyytHgDYefrQC
mushroom curry,,NA,3,flour,1,round mushroom,1,flat mushroom,1,skinny mushroom,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14128,color_77,FtrNancurryMushroom,NA,13105,936,rPAGu2aKPvsED49rB
mushroom pizza,,NA,3,flour,2,round mushroom,2,flat mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14698,color_62,FtrPizzaMushroom,NA,13202,970,NG9BqyjoiteBKGEex
mushroom potage,,NA,1,flour,1,round mushroom,1,flat mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14048,color_61,FtrSoupMushroom,NA,12105,914,G9kSZpupPfwpYGmai
mushroom salad,,NA,1,round mushroom,1,flat mushroom,1,skinny mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13972,color_66,FtrSaladbowlMushroom,NA,12203,881,M77gqbGYaaNBRJoQr
mushroom wand,,NA,3,skinny mushroom,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Tools,7588,orange,ToolStickMushroom,NA,5490,536,N9He3qRD3RjrqQeGG
mushroom wreath,,NA,10,tree branch,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons; Isabelle,,mushrooms,Yes,1.0.0,Yes,0,Wall-mounted,4726,orange,FtrDoorOrnamentWreathMushroom,NA,5440,221,5XfaKLorByDHGp9pi
music stand,,NA,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,1058,brown,FtrMusicstand,NA,405,215,ZxTX2kZjDvZA3aT95
natural garden chair,,NA,6,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2586,brown,FtrGardenChairNatural,NA,373,80,jaDD9msGTLXHRu2cB
natural garden table,,NA,9,hardwood,3,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3396,brown,FtrGardenTableNatural,NA,375,224,gRf7qMpExewtthEWH
natural mum wreath,,NA,10,green mums,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5768,green,FtrDoorOrnamentWreathMumRare,NA,7845,442,p7kG7qim9jPGSwxtz
natural square table,,NA,4,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,12332,brown,FtrGardenTableSNatural,NA,374,670,4nASdZyjax8qv3B8T
net,,NA,1,flimsy net,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5784,beige,ToolNetNormal,NA,108,283,FZBFrFQRtepzzWPFp
nice branch,,NA,3,tree branch,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,2.0.0,Yes,0,Other,14644,brown,ToolBranchPlayer,NA,291,1037,tsyn9RLgQXbAzYbNu
nova light,,NA,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,6826,silver,FtrStarLamp,NA,2200,429,5RHPeNZ2mgin65Ny5
ocarina,,NA,5,clay,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Other,5320,brick,ToolOcarina,NA,133,218,QzhL3j8Tgv2cNDZQe
oil-barrel bathtub,,NA,1,oil barrel,1,campfire,2,stone,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Housewares,3819,yellow,FtrDrumcanbath,NA,2150,394,kvTajEX5oeZ2DDyjt
old-fashioned washtub,,NA,3,softwood,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4393,brown,FtrWashtub,NA,464,195,ebzFXSHFr3vGLoDSb
olive-flounder meunière,,NA,1,olive flounder,2,flour,,,,,,,,,NFS,200,NA,NA,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13330,color_75,FtrMeuniere,NA,15204,974,5Rs5oukDkCgR6gWW7
open wooden shelves,,NA,10,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,2.0.0,Yes,0,Housewares,13751,brown,FtrOpenshelfWood,NA,323,1069,bnoJc5gwt37sPkwkT
orange dress,,NA,8,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,3288,orange,TopsTexOnepieceAlineNOrange,NA,1706,626,kdDWtuakgMkxF8ohK
orange end table,,NA,10,orange,4,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Housewares,3975,orange,FtrFruitsTableS,NA,1700,185,XsnyjhPAFhghBQj7r
orange hat,,NA,5,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,5275,orange,CapHatOrange,NA,1705,624,yqpHcrzwzywbANi6S
orange jelly,,NA,2,orange,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13967,color_60,FtrJellyOrange,NA,14301,876,CGaDmtF4wFHufdt5M
orange marmalade,,NA,3,orange,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14169,color_76,FtrJarOrange,NA,13611,949,fztYk8wg4HMTbc5xW
orange pie,,NA,3,flour,2,sugar,2,orange,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13934,color_65,FtrPieOrange,NA,14901,847,Kiy88e6tHPReeGrgX
orange pound cake,,NA,2,flour,1,sugar,2,orange,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13979,color_63,FtrPoundcakeOrange,NA,14703,888,C4EkeMtXj8xQNgCiJ
orange rug,,NA,6,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Rugs,7330,orange,RugOtherOrangeM00,NA,1703,544,ACfErxWo9j2zKTe47
orange smoothie,,NA,2,orange,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14001,color_76,FtrSmoothieOrange,NA,15001,910,HiSanDaRLBnRuhB2m
orange tart,,NA,1,flour,1,sugar,1,orange,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13949,color_65,FtrTartOrange,NA,14501,862,iCoZcJgS4Ce6bFtz3
orange umbrella,,NA,7,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,6912,orange,UmbrellaOrange0,NA,1704,625,ZFxY5TXjBeThpDkjy
